gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,Label
-20.553749,-35.192501,13.903750,-1.061156,-0.188063,-0.018483,Lateral_Raise_211805057
-19.923750,-34.676250,13.658750,-1.058655,-0.182878,-0.032086,Lateral_Raise_211805057
-20.116249,-32.917500,13.291250,-1.061949,-0.169458,-0.036112,Lateral_Raise_211805057
-21.385000,-31.920000,13.361250,-1.052189,-0.167628,-0.043737,Lateral_Raise_211805057
-23.878750,-29.881250,14.087500,-1.038342,-0.165066,-0.056242,Lateral_Raise_211805057
-25.129999,-26.565001,14.481250,-1.028521,-0.177205,-0.057950,Lateral_Raise_211805057
-26.223749,-23.012501,13.921250,-1.032669,-0.183976,-0.051179,Lateral_Raise_211805057
-26.713751,-19.617500,12.670000,-1.038342,-0.189710,-0.050935,Lateral_Raise_211805057
-25.821251,-16.572500,11.322500,-1.044991,-0.196176,-0.040321,Lateral_Raise_211805057
-25.138750,-14.463750,9.056250,-1.052128,-0.185989,-0.036722,Lateral_Raise_211805057
-24.106251,-12.836250,7.988750,-1.054995,-0.173728,-0.040809,Lateral_Raise_211805057
-22.233749,-12.433750,7.332500,-1.056215,-0.176351,-0.049166,Lateral_Raise_211805057
-20.562500,-11.978750,6.256250,-1.050908,-0.165066,-0.054351,Lateral_Raise_211805057
-18.514999,-10.876250,5.250000,-1.053653,-0.160857,-0.051240,Lateral_Raise_211805057
-14.595000,-10.543750,4.208750,-1.059509,-0.150121,-0.047397,Lateral_Raise_211805057
-10.552500,-10.578750,3.622500,-1.056215,-0.144448,-0.040748,Lateral_Raise_211805057
-6.308750,-10.727500,3.815000,-1.052372,-0.135176,-0.028243,Lateral_Raise_211805057
-2.782500,-10.605000,3.911250,-1.042917,-0.125294,-0.019032,Lateral_Raise_211805057
-0.726250,-10.228750,3.928750,-1.039684,-0.116998,-0.008662,Lateral_Raise_211805057
0.262500,-9.528750,3.552500,-1.040355,-0.113887,0.004636,Lateral_Raise_211805057
0.428750,-9.415000,2.660000,-1.039684,-0.107177,0.013725,Lateral_Raise_211805057
1.190000,-9.030000,2.397500,-1.033889,-0.109556,0.026047,Lateral_Raise_211805057
1.890000,-8.618750,2.336250,-1.031571,-0.097600,0.049166,Lateral_Raise_211805057
3.430000,-8.181250,2.310000,-1.023397,-0.098393,0.068991,Lateral_Raise_211805057
4.707500,-7.805000,2.327500,-1.013515,-0.088755,0.087413,Lateral_Raise_211805057
6.440000,-6.615000,2.668750,-1.006378,-0.076555,0.115900,Lateral_Raise_211805057
6.063750,-5.950000,2.887500,-1.003694,-0.094550,0.136579,Lateral_Raise_211805057
5.512500,-5.530000,2.161250,-0.993507,-0.089731,0.139202,Lateral_Raise_211805057
6.055000,-4.733750,2.117500,-0.982649,-0.076738,0.165920,Lateral_Raise_211805057
4.716250,-3.263750,2.686250,-0.985211,-0.051240,0.183793,Lateral_Raise_211805057
2.388750,-2.948750,3.955000,-0.980636,-0.058194,0.202398,Lateral_Raise_211805057
-0.953750,-3.027500,4.751250,-0.974536,-0.051789,0.211121,Lateral_Raise_211805057
-4.068750,-2.450000,5.451250,-0.969839,-0.045567,0.215574,Lateral_Raise_211805057
-7.210000,-2.887500,5.941250,-0.969961,-0.053436,0.207644,Lateral_Raise_211805057
-9.511250,-3.053750,6.221250,-0.971303,-0.069967,0.198372,Lateral_Raise_211805057
-7.035000,-3.290000,6.457500,-0.973133,-0.105286,0.194590,Lateral_Raise_211805057
-6.370000,-3.780000,6.212500,-0.982710,-0.105713,0.193980,Lateral_Raise_211805057
-4.042500,-4.576250,5.355000,-0.989847,-0.110776,0.195322,Lateral_Raise_211805057
-1.540000,-5.363750,4.033750,-0.984235,-0.111569,0.194285,Lateral_Raise_211805057
0.848750,-5.958750,2.782500,-0.977769,-0.115168,0.193919,Lateral_Raise_211805057
2.686250,-5.713750,1.855000,-0.977403,-0.116510,0.194163,Lateral_Raise_211805057
4.165000,-5.425000,0.455000,-0.980270,-0.116998,0.198738,Lateral_Raise_211805057
5.180000,-4.996250,-0.166250,-0.982649,-0.106628,0.204167,Lateral_Raise_211805057
6.160000,-4.453750,-0.367500,-0.987224,-0.101077,0.229421,Lateral_Raise_211805057
6.860000,-5.337500,-0.437500,-0.989359,-0.094550,0.225639,Lateral_Raise_211805057
7.052500,-5.687500,-0.253750,-0.992653,-0.088450,0.224175,Lateral_Raise_211805057
4.830000,-6.790000,0.595000,-0.989420,-0.075030,0.211548,Lateral_Raise_211805057
5.565000,-7.227500,1.925000,-0.984113,-0.070943,0.195566,Lateral_Raise_211805057
4.095000,-6.991250,3.290000,-0.982161,-0.076067,0.183793,Lateral_Raise_211805057
2.791250,-6.291250,4.488750,-0.987468,-0.086681,0.178913,Lateral_Raise_211805057
1.601250,-5.775000,5.258750,-0.989298,-0.092537,0.177022,Lateral_Raise_211805057
0.743750,-5.941250,6.142500,-0.995276,-0.096563,0.173179,Lateral_Raise_211805057
-0.131250,-5.993750,7.288750,-1.001132,-0.099735,0.163419,Lateral_Raise_211805057
-0.918750,-6.606250,7.595000,-1.008086,-0.117303,0.161223,Lateral_Raise_211805057
-1.723750,-8.750000,6.072500,-1.018334,-0.136884,0.152012,Lateral_Raise_211805057
-1.995000,-7.035000,3.955000,-1.011502,-0.148657,0.136762,Lateral_Raise_211805057
-1.338750,-6.536250,2.485000,-1.012600,-0.146766,0.122305,Lateral_Raise_211805057
-0.087500,-6.002500,1.268750,-1.012905,-0.139202,0.111569,Lateral_Raise_211805057
0.997500,-5.381250,0.516250,-1.006500,-0.137555,0.105347,Lateral_Raise_211805057
1.723750,-4.042500,0.061250,-1.001010,-0.124806,0.110593,Lateral_Raise_211805057
2.135000,-2.808750,-0.078750,-1.006927,-0.115534,0.125599,Lateral_Raise_211805057
2.555000,-2.406250,-0.245000,-1.002413,-0.103822,0.141825,Lateral_Raise_211805057
2.651250,-2.896250,0.455000,-0.995337,-0.096624,0.149755,Lateral_Raise_211805057
2.502500,-2.975000,2.292500,-0.993324,-0.091927,0.152744,Lateral_Raise_211805057
1.627500,-2.983750,3.316250,-0.994422,-0.094367,0.160430,Lateral_Raise_211805057
0.175000,-2.808750,4.208750,-0.993202,-0.100711,0.174155,Lateral_Raise_211805057
-1.443750,-2.800000,4.681250,-0.998082,-0.111935,0.180255,Lateral_Raise_211805057
-2.957500,-3.106250,4.646250,-1.001986,-0.121146,0.184281,Lateral_Raise_211805057
-5.110000,-3.246250,4.637500,-0.998143,-0.126087,0.178669,Lateral_Raise_211805057
-6.230000,-3.325000,4.375000,-1.001803,-0.130662,0.168482,Lateral_Raise_211805057
-6.973750,-2.966250,3.675000,-1.002474,-0.139263,0.155123,Lateral_Raise_211805057
-7.358750,-1.942500,2.511250,-0.996435,-0.139202,0.148169,Lateral_Raise_211805057
-6.982500,-0.420000,1.172500,-1.005951,-0.141703,0.154574,Lateral_Raise_211805057
-6.142500,0.507500,-0.376250,-1.006927,-0.132553,0.162321,Lateral_Raise_211805057
-4.707500,0.682500,-2.301250,-0.994971,-0.115412,0.172447,Lateral_Raise_211805057
-2.458750,0.201250,-2.161250,-0.990213,-0.095587,0.198860,Lateral_Raise_211805057
-0.393750,-0.717500,-1.741250,-0.984418,-0.078263,0.198677,Lateral_Raise_211805057
0.875000,-1.636250,-1.295000,-0.975146,-0.066551,0.207644,Lateral_Raise_211805057
1.172500,-2.528750,-0.262500,-0.971486,-0.058438,0.207644,Lateral_Raise_211805057
0.665000,-3.062500,1.067500,-0.974475,-0.051179,0.214537,Lateral_Raise_211805057
-0.446250,-3.718750,2.607500,-0.974475,-0.061488,0.217282,Lateral_Raise_211805057
-1.776250,-4.707500,3.710000,-0.975268,-0.073566,0.213927,Lateral_Raise_211805057
-3.001250,-5.582500,4.628750,-0.980148,-0.087657,0.197396,Lateral_Raise_211805057
-3.815000,-5.950000,4.961250,-0.978013,-0.109434,0.178059,Lateral_Raise_211805057
-4.410000,-5.363750,4.427500,-0.981246,-0.120841,0.162504,Lateral_Raise_211805057
-4.523750,-4.156250,3.578750,-0.993934,-0.126087,0.152012,Lateral_Raise_211805057
-4.200000,-3.202500,2.336250,-1.002291,-0.134200,0.147437,Lateral_Raise_211805057
-3.850000,-2.178750,1.190000,-0.997960,-0.129320,0.143228,Lateral_Raise_211805057
-2.887500,-1.575000,0.323750,-1.000705,-0.127612,0.143533,Lateral_Raise_211805057
-1.960000,-1.277500,-1.041250,-1.006744,-0.122183,0.146034,Lateral_Raise_211805057
0.315000,-0.962500,-2.406250,-0.998570,-0.106750,0.150365,Lateral_Raise_211805057
1.881250,-0.472500,-2.677500,-0.992531,-0.091500,0.156526,Lateral_Raise_211805057
2.808750,-0.078750,-2.327500,-1.001010,-0.086071,0.172630,Lateral_Raise_211805057
3.150000,-0.367500,-2.126250,-1.002352,-0.088389,0.188734,Lateral_Raise_211805057
