gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,Label
38.570000,-98.245003,19.521250,-0.296094,-0.458476,-0.713395,Biceps_Curl_211805053
37.380001,-96.127502,18.165001,-0.297680,-0.453352,-0.712480,Biceps_Curl_211805053
36.811249,-94.858749,17.701250,-0.291031,-0.459391,-0.712419,Biceps_Curl_211805053
36.391251,-93.773750,17.692499,-0.296704,-0.469212,-0.721264,Biceps_Curl_211805053
36.172501,-92.750000,17.718750,-0.303109,-0.475983,-0.720593,Biceps_Curl_211805053
36.224998,-92.347504,17.823750,-0.311466,-0.475983,-0.718580,Biceps_Curl_211805053
36.172501,-92.356247,18.147499,-0.316529,-0.476898,-0.708027,Biceps_Curl_211805053
36.181252,-92.837502,18.094999,-0.319213,-0.486597,-0.701744,Biceps_Curl_211805053
35.988750,-94.263748,17.403749,-0.325923,-0.505629,-0.690032,Biceps_Curl_211805053
35.717499,-95.934998,16.126249,-0.328729,-0.515267,-0.685335,Biceps_Curl_211805053
35.314999,-98.070000,15.181250,-0.324337,-0.515999,-0.676795,Biceps_Curl_211805053
34.973751,-100.388748,15.015000,-0.323483,-0.514047,-0.666547,Biceps_Curl_211805053
34.816250,-102.471252,15.120000,-0.332084,-0.521184,-0.661545,Biceps_Curl_211805053
34.693748,-103.608749,15.356250,-0.365695,-0.525637,-0.660630,Biceps_Curl_211805053
35.017502,-104.510002,14.647500,-0.376858,-0.518744,-0.653493,Biceps_Curl_211805053
35.621250,-104.930000,14.061250,-0.390888,-0.509167,-0.631533,Biceps_Curl_211805053
36.268749,-104.816254,14.551250,-0.403637,-0.509167,-0.601521,Biceps_Curl_211805053
36.321251,-104.203751,15.977500,-0.420046,-0.513315,-0.575718,Biceps_Curl_211805053
36.032501,-103.433746,16.318750,-0.439261,-0.524539,-0.552050,Biceps_Curl_211805053
35.061249,-100.668747,16.450001,-0.464210,-0.547048,-0.554917,Biceps_Curl_211805053
32.917500,-97.597504,16.205000,-0.489647,-0.556442,-0.565958,Biceps_Curl_211805053
30.003750,-94.394997,15.907500,-0.498919,-0.527711,-0.567788,Biceps_Curl_211805053
27.475000,-91.148750,15.592500,-0.495015,-0.499224,-0.556381,Biceps_Curl_211805053
27.737499,-88.182503,16.764999,-0.486048,-0.502640,-0.538569,Biceps_Curl_211805053
28.796249,-86.196251,17.543751,-0.493856,-0.522343,-0.551013,Biceps_Curl_211805053
29.137501,-84.306252,17.850000,-0.508801,-0.535153,-0.570533,Biceps_Curl_211805053
28.778749,-81.453751,17.937500,-0.509106,-0.543327,-0.591273,Biceps_Curl_211805053
27.982500,-79.642502,16.887501,-0.496479,-0.532774,-0.596885,Biceps_Curl_211805053
27.256250,-78.968750,16.651251,-0.475312,-0.526796,-0.602497,Biceps_Curl_211805053
26.363750,-79.056252,16.861250,-0.460245,-0.537593,-0.595360,Biceps_Curl_211805053
25.742500,-81.917503,16.502501,-0.447801,-0.557906,-0.619882,Biceps_Curl_211805053
25.637501,-85.076248,15.776250,-0.456036,-0.558577,-0.634034,Biceps_Curl_211805053
24.858749,-86.721252,15.540000,-0.466406,-0.542168,-0.620309,Biceps_Curl_211805053
