gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,Label
-35.157501,59.220001,-84.621246,-1.074027,0.401136,-0.813008,Walking_211805015
-38.753750,60.777500,-83.571251,-1.075125,0.415349,-0.815631,Walking_211805015
-41.868752,62.116249,-81.830002,-1.078724,0.432856,-0.822707,Walking_211805015
-44.668751,63.244999,-79.546249,-1.085800,0.443775,-0.827404,Walking_211805015
-46.856251,63.568748,-76.868752,-1.091107,0.445483,-0.829417,Walking_211805015
-49.008751,64.137497,-73.779999,-1.093364,0.432795,-0.829295,Walking_211805015
-49.446251,64.312500,-70.525002,-1.091656,0.419924,-0.824598,Walking_211805015
-49.621250,63.848751,-66.911247,-1.076467,0.397781,-0.817217,Walking_211805015
-48.833752,63.000000,-63.070000,-1.061827,0.369721,-0.804834,Walking_211805015
-47.258751,61.950001,-59.141251,-1.043100,0.337330,-0.788486,Walking_211805015
-44.668751,61.075001,-53.803749,-1.019249,0.298656,-0.769088,Walking_211805015
-41.413750,60.121250,-50.478748,-0.992043,0.259067,-0.748165,Walking_211805015
-37.388748,59.316250,-47.923752,-0.959713,0.217831,-0.714920,Walking_211805015
-32.908749,58.240002,-45.692501,-0.930189,0.179340,-0.691679,Walking_211805015
-28.358749,58.353748,-43.907501,-0.895419,0.144021,-0.668621,Walking_211805015
-23.309999,58.222500,-42.568748,-0.864248,0.095465,-0.648430,Walking_211805015
-15.706250,59.237499,-41.746250,-0.837469,0.062952,-0.624152,Walking_211805015
-10.412500,59.849998,-41.676250,-0.813557,0.034343,-0.601338,Walking_211805015
-5.162500,60.523750,-42.070000,-0.781532,0.011651,-0.581147,Walking_211805015
0.350000,61.040001,-43.172501,-0.764696,-0.006649,-0.558760,Walking_211805015
5.495000,61.845001,-44.091251,-0.744078,-0.024339,-0.535641,Walking_211805015
10.211250,62.667500,-45.998749,-0.723277,-0.034709,-0.513620,Walking_211805015
15.155000,63.332500,-47.591251,-0.704428,-0.036539,-0.493246,Walking_211805015
20.002501,64.294998,-49.490002,-0.686738,-0.034587,-0.473116,Walking_211805015
24.333750,65.808746,-51.537498,-0.671793,-0.027206,-0.461892,Walking_211805015
27.772499,66.753754,-53.838749,-0.660508,-0.017446,-0.451278,Walking_211805015
30.073750,67.296249,-56.411251,-0.644099,-0.006893,-0.440664,Walking_211805015
31.605000,67.943748,-58.948750,-0.630252,-0.001403,-0.430599,Walking_211805015
31.683750,68.932503,-61.915001,-0.619699,0.013115,-0.424072,Walking_211805015
31.377501,70.568748,-65.169998,-0.608963,0.030073,-0.418094,Walking_211805015
30.703751,72.012497,-69.011253,-0.599996,0.045140,-0.414556,Walking_211805015
29.163750,74.261253,-75.074997,-0.593347,0.059780,-0.410896,Walking_211805015
26.871250,76.151253,-78.391251,-0.591517,0.074908,-0.412787,Walking_211805015
23.966249,78.417503,-81.803749,-0.589809,0.087779,-0.412543,Walking_211805015
20.693750,80.701248,-84.796249,-0.588284,0.101077,-0.410835,Walking_211805015
16.896250,83.816254,-87.150002,-0.587125,0.112057,-0.410835,Walking_211805015
13.361250,85.889999,-88.917503,-0.585112,0.122915,-0.409188,Walking_211805015
7.787500,88.199997,-89.985001,-0.585234,0.137982,-0.406382,Walking_211805015
6.448750,90.282501,-90.641251,-0.584624,0.149328,-0.405894,Walking_211805015
5.022500,92.050003,-90.737503,-0.591273,0.159088,-0.401929,Walking_211805015
4.541250,93.555000,-90.343750,-0.597434,0.169580,-0.400953,Walking_211805015
4.707500,94.815002,-89.355003,-0.606401,0.180438,-0.394487,Walking_211805015
5.582500,95.987503,-85.706253,-0.619333,0.191479,-0.391559,Walking_211805015
6.720000,96.477501,-84.883751,-0.630557,0.202825,-0.386496,Walking_211805015
7.638750,96.328751,-82.355003,-0.637084,0.211487,-0.379359,Walking_211805015
8.120000,95.138748,-79.747498,-0.642879,0.218014,-0.367769,Walking_211805015
7.770000,93.992500,-76.833748,-0.644709,0.221186,-0.358680,Walking_211805015
7.192500,91.980003,-74.217499,-0.648674,0.229299,-0.349896,Walking_211805015
6.728750,90.238747,-71.627502,-0.648735,0.241865,-0.345077,Walking_211805015
6.510000,88.226250,-69.317497,-0.648247,0.242536,-0.342759,Walking_211805015
5.810000,85.601250,-67.033752,-0.645563,0.243207,-0.340624,Walking_211805015
4.821250,82.818748,-64.583748,-0.649040,0.241865,-0.337086,Walking_211805015
3.946250,79.519997,-61.775002,-0.650260,0.244122,-0.339160,Walking_211805015
3.368750,76.641251,-57.400002,-0.652883,0.242963,-0.340441,Walking_211805015
3.543750,73.998749,-54.267502,-0.659105,0.247233,-0.342088,Walking_211805015
4.357500,71.785004,-51.353748,-0.668926,0.251991,-0.345809,Walking_211805015
5.215000,68.652496,-48.553749,-0.677588,0.255895,-0.350872,Walking_211805015
5.897500,66.605003,-45.674999,-0.689544,0.260470,-0.356423,Walking_211805015
6.168750,64.321251,-42.805000,-0.698938,0.268400,-0.359778,Walking_211805015
5.915000,61.906250,-39.812500,-0.710101,0.274195,-0.359717,Walking_211805015
5.827500,59.447498,-36.811249,-0.720837,0.277855,-0.360693,Walking_211805015
5.573750,57.102501,-33.932499,-0.733769,0.278160,-0.363926,Walking_211805015
5.197500,54.845001,-31.500000,-0.739625,0.280966,-0.363255,Walking_211805015
4.243750,52.561249,-28.997499,-0.744139,0.279685,-0.361486,Walking_211805015
2.826250,50.084999,-25.488750,-0.745725,0.278648,-0.356362,Walking_211805015
1.032500,47.521252,-23.231251,-0.746091,0.273097,-0.351665,Walking_211805015
-0.787500,42.848751,-21.341249,-0.752496,0.271816,-0.345321,Walking_211805015
-1.811250,40.915001,-19.652500,-0.759145,0.270962,-0.341905,Walking_211805015
-1.566250,37.913750,-18.252501,-0.769332,0.272975,-0.341478,Walking_211805015
-1.111250,34.422501,-16.388750,-0.779580,0.273402,-0.341234,Walking_211805015
0.253750,30.327499,-13.930000,-0.793122,0.276635,-0.343735,Walking_211805015
1.531250,25.900000,-10.972500,-0.822829,0.280966,-0.349591,Walking_211805015
3.176250,21.551250,-7.516250,-0.825635,0.289994,-0.352946,Walking_211805015
5.232500,16.764999,-4.086250,-0.835700,0.295118,-0.360449,Walking_211805015
7.498750,11.935000,-0.078750,-0.845643,0.302499,-0.366732,Walking_211805015
9.800000,7.122500,5.845000,-0.854854,0.312808,-0.371246,Walking_211805015
12.285000,2.590000,9.870000,-0.863943,0.321897,-0.376675,Walking_211805015
14.603750,-4.401250,13.973750,-0.871629,0.332084,-0.381128,Walking_211805015
16.703751,-8.391250,17.885000,-0.880535,0.343003,-0.387655,Walking_211805015
18.375000,-12.643750,21.288750,-0.891759,0.351970,-0.389302,Walking_211805015
19.775000,-16.572500,24.745001,-0.900787,0.362279,-0.391986,Walking_211805015
19.600000,-21.043751,27.597500,-0.903044,0.372893,-0.393389,Walking_211805015
18.331249,-25.313749,30.572500,-0.921222,0.380396,-0.396683,Walking_211805015
16.056250,-30.065001,33.241249,-0.902617,0.387899,-0.400343,Walking_211805015
12.705000,-34.492500,35.288750,-0.904447,0.390156,-0.408395,Walking_211805015
8.391250,-38.368752,36.592499,-0.906460,0.394060,-0.428281,Walking_211805015
3.115000,-41.667500,37.047501,-0.908351,0.400587,-0.455426,Walking_211805015
-3.106250,-44.432499,37.003750,-0.910608,0.412421,-0.484950,Walking_211805015
-9.983750,-48.973751,36.688751,-0.911157,0.422059,-0.536678,Walking_211805015
-16.992500,-49.586250,36.741249,-0.909083,0.430843,-0.566812,Walking_211805015
-23.861250,-51.563751,36.846249,-0.910181,0.440969,-0.600850,Walking_211805015
-33.022499,-53.191250,36.793751,-0.910974,0.439017,-0.630923,Walking_211805015
-37.747501,-54.731251,37.266251,-0.904264,0.422608,-0.653371,Walking_211805015
-41.755001,-55.798752,38.465000,-0.901092,0.407663,-0.675575,Walking_211805015
-44.161251,-56.026249,39.961250,-0.901824,0.396988,-0.696681,Walking_211805015
-45.009998,-56.682499,42.078751,-0.895236,0.378505,-0.712724,Walking_211805015
-44.056252,-57.058750,45.762501,-0.896639,0.356545,-0.724497,Walking_211805015
-41.851250,-58.091251,48.562500,-0.898408,0.337757,-0.735416,Walking_211805015
-38.666248,-59.430000,51.843750,-0.896761,0.315248,-0.743895,Walking_211805015
-34.720001,-61.127499,55.483749,-0.893955,0.288408,-0.750605,Walking_211805015
