gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,Label
-12.495000,-11.383750,-27.816250,0.235399,0.263764,1.029253,Dumbbell_ Shoulder_Shrug_211805016
-11.471250,-12.293750,-26.556250,0.246745,0.252235,1.028460,Dumbbell_ Shoulder_Shrug_211805016
-9.345000,-11.646250,-25.278749,0.250527,0.251076,1.018639,Dumbbell_ Shoulder_Shrug_211805016
-7.918750,-10.543750,-23.686251,0.258396,0.256871,1.018578,Dumbbell_ Shoulder_Shrug_211805016
-8.032500,-9.388750,-21.910000,0.259006,0.245342,1.015650,Dumbbell_ Shoulder_Shrug_211805016
-8.750000,-8.172500,-20.291250,0.250893,0.243329,1.022726,Dumbbell_ Shoulder_Shrug_211805016
-8.898750,-7.192500,-18.733749,0.263764,0.231068,1.006012,Dumbbell_ Shoulder_Shrug_211805016
-9.423750,-5.512500,-18.007500,0.256871,0.230641,1.002230,Dumbbell_ Shoulder_Shrug_211805016
-9.108750,-3.902500,-16.870001,0.263947,0.238998,1.027362,Dumbbell_ Shoulder_Shrug_211805016
-7.463750,-5.101250,-14.210000,0.284077,0.237473,1.021262,Dumbbell_ Shoulder_Shrug_211805016
-5.250000,-5.530000,-12.985000,0.284199,0.235216,1.004670,Dumbbell_ Shoulder_Shrug_211805016
-4.436250,-5.145000,-12.311250,0.275781,0.239608,0.987041,Dumbbell_ Shoulder_Shrug_211805016
-5.031250,-4.716250,-11.103750,0.270962,0.242414,0.979233,Dumbbell_ Shoulder_Shrug_211805016
-5.731250,-4.646250,-9.415000,0.266570,0.232166,0.959957,Dumbbell_ Shoulder_Shrug_211805016
-5.538750,-4.322500,-7.778750,0.265350,0.224724,0.959286,Dumbbell_ Shoulder_Shrug_211805016
-4.908750,-4.593750,-5.731250,0.256749,0.227835,0.971669,Dumbbell_ Shoulder_Shrug_211805016
-4.200000,-5.215000,-3.290000,0.261507,0.234362,0.987041,Dumbbell_ Shoulder_Shrug_211805016
-2.537500,-6.571250,-1.023750,0.262605,0.229848,0.989908,Dumbbell_ Shoulder_Shrug_211805016
-1.785000,-7.192500,0.507500,0.251320,0.224602,0.974963,Dumbbell_ Shoulder_Shrug_211805016
-1.776250,-6.160000,1.618750,0.240279,0.227835,0.975817,Dumbbell_ Shoulder_Shrug_211805016
-2.520000,-5.626250,2.266250,0.233569,0.223138,0.970937,Dumbbell_ Shoulder_Shrug_211805016
-3.491250,-4.541250,2.467500,0.231129,0.227469,0.965813,Dumbbell_ Shoulder_Shrug_211805016
