gyro_x,gyro_y,gyro_z,accel_x,accel_y,accel_z,Label
-1.172500,-2.493750,0.717500,0.059841,-0.155855,-0.963312,Sitting_211805015
-0.875000,-2.598750,0.857500,0.061061,-0.156648,-0.963739,Sitting_211805015
-0.560000,-2.555000,0.910000,0.060573,-0.153964,-0.964837,Sitting_211805015
-0.201250,-2.721250,0.971250,0.061854,-0.152378,-0.964471,Sitting_211805015
0.306250,-2.528750,1.102500,0.063440,-0.150975,-0.963068,Sitting_211805015
0.787500,-2.555000,1.225000,0.065026,-0.152317,-0.961177,Sitting_211805015
1.181250,-2.502500,1.295000,0.064904,-0.153171,-0.958310,Sitting_211805015
1.251250,-2.450000,1.373750,0.064233,-0.154391,-0.956907,Sitting_211805015
1.461250,-2.528750,1.618750,0.061793,-0.155306,-0.954955,Sitting_211805015
1.426250,-2.625000,1.575000,0.063501,-0.158722,-0.953857,Sitting_211805015
1.478750,-2.738750,1.487500,0.064050,-0.159393,-0.957456,Sitting_211805015
1.356250,-2.721250,1.470000,0.062708,-0.161955,-0.959164,Sitting_211805015
1.128750,-2.800000,1.417500,0.060573,-0.164395,-0.963251,Sitting_211805015
0.822500,-2.397500,1.128750,0.059231,-0.162565,-0.960262,Sitting_211805015
0.630000,-2.275000,1.023750,0.061488,-0.160796,-0.958066,Sitting_211805015
0.568750,-2.275000,0.866250,0.059292,-0.160857,-0.953674,Sitting_211805015
0.271250,-2.222500,0.796250,0.060146,-0.162504,-0.951600,Sitting_211805015
-0.315000,-2.248750,0.673750,0.058499,-0.163602,-0.948489,Sitting_211805015
-0.656250,-2.310000,0.691250,0.063562,-0.162565,-0.948062,Sitting_211805015
-0.936250,-2.485000,0.472500,0.063989,-0.160369,-0.951173,Sitting_211805015
-1.277500,-2.572500,0.463750,0.066002,-0.159698,-0.951600,Sitting_211805015
-1.303750,-2.861250,0.516250,0.067100,-0.157136,-0.953125,Sitting_211805015
-1.443750,-3.185000,0.630000,0.068808,-0.158661,-0.955748,Sitting_211805015
-1.338750,-3.368750,0.980000,0.071126,-0.155428,-0.960689,Sitting_211805015
-1.067500,-3.745000,1.190000,0.072285,-0.153049,-0.962031,Sitting_211805015
-0.840000,-3.998750,1.496250,0.071309,-0.153964,-0.962397,Sitting_211805015
-0.446250,-4.436250,1.548750,0.071248,-0.156038,-0.965325,Sitting_211805015
-0.192500,-4.593750,1.610000,0.068930,-0.157258,-0.963861,Sitting_211805015
-0.236250,-4.847500,1.653750,0.068564,-0.158356,-0.965142,Sitting_211805015
-0.236250,-4.725000,1.627500,0.064965,-0.157563,-0.963861,Sitting_211805015
-0.472500,-4.900000,1.522500,0.063684,-0.155794,-0.962824,Sitting_211805015
-0.463750,-4.987500,1.496250,0.062830,-0.156099,-0.961970,Sitting_211805015
-0.262500,-4.690000,1.163750,0.060573,-0.155001,-0.961543,Sitting_211805015
-0.271250,-4.602500,1.181250,0.058865,-0.152683,-0.959896,Sitting_211805015
-0.175000,-4.147500,1.172500,0.060451,-0.150426,-0.957273,Sitting_211805015
0.157500,-4.051250,1.058750,0.059719,-0.149267,-0.954833,Sitting_211805015
0.288750,-3.675000,1.093750,0.059536,-0.148962,-0.954772,Sitting_211805015
0.402500,-3.412500,1.041250,0.060878,-0.148047,-0.954650,Sitting_211805015
0.253750,-3.123750,0.901250,0.059536,-0.147864,-0.954955,Sitting_211805015
-0.070000,-3.106250,0.901250,0.062159,-0.145485,-0.955626,Sitting_211805015
-0.122500,-3.071250,0.901250,0.063928,-0.147559,-0.955260,Sitting_211805015
-0.280000,-3.053750,0.831250,0.064904,-0.149206,-0.958920,Sitting_211805015
-0.262500,-3.263750,1.093750,0.064782,-0.148047,-0.959286,Sitting_211805015
-0.236250,-3.272500,1.190000,0.067954,-0.152195,-0.961787,Sitting_211805015
-0.078750,-3.570000,1.400000,0.067527,-0.152927,-0.962397,Sitting_211805015
0.192500,-4.025000,1.443750,0.065941,-0.153903,-0.965142,Sitting_211805015
0.446250,-4.383750,1.583750,0.064538,-0.152866,-0.966972,Sitting_211805015
0.560000,-4.506250,1.680000,0.062769,-0.156953,-0.965142,Sitting_211805015
0.463750,-4.410000,1.811250,0.059963,-0.156343,-0.964105,Sitting_211805015
0.437500,-4.445000,1.802500,0.059170,-0.156587,-0.961360,Sitting_211805015
0.341250,-4.541250,1.855000,0.056730,-0.156526,-0.958981,Sitting_211805015
0.175000,-4.646250,1.811250,0.055144,-0.157502,-0.959164,Sitting_211805015
-0.087500,-4.628750,1.671250,0.055449,-0.156343,-0.961909,Sitting_211805015
-0.043750,-4.401250,1.435000,0.055144,-0.155733,-0.960262,Sitting_211805015
-0.113750,-4.252500,1.478750,0.052338,-0.155489,-0.959286,Sitting_211805015
-0.297500,-3.885000,1.330000,0.053436,-0.154452,-0.962275,Sitting_211805015
-0.402500,-3.657500,1.207500,0.055083,-0.150182,-0.962702,Sitting_211805015
-0.148750,-3.307500,1.242500,0.057523,-0.147986,-0.961238,Sitting_211805015
0.061250,-3.193750,1.277500,0.058072,-0.146888,-0.959286,Sitting_211805015
0.306250,-3.158750,1.400000,0.060451,-0.147498,-0.958127,Sitting_211805015
0.428750,-3.053750,1.496250,0.063318,-0.147498,-0.957212,Sitting_211805015
0.455000,-3.053750,1.671250,0.065514,-0.146339,-0.958127,Sitting_211805015
0.700000,-3.246250,1.750000,0.064050,-0.151585,-0.961360,Sitting_211805015
0.813750,-3.342500,1.863750,0.064965,-0.153659,-0.961055,Sitting_211805015
0.866250,-3.342500,1.723750,0.063440,-0.154269,-0.960628,Sitting_211805015
0.831250,-3.683750,1.767500,0.066673,-0.154940,-0.961055,Sitting_211805015
0.665000,-3.727500,1.732500,0.065270,-0.156709,-0.959225,Sitting_211805015
0.525000,-3.946250,1.680000,0.066795,-0.156648,-0.957578,Sitting_211805015
0.192500,-3.841250,1.627500,0.064843,-0.156587,-0.957639,Sitting_211805015
0.035000,-4.103750,1.811250,0.064294,-0.157807,-0.957761,Sitting_211805015
-0.087500,-4.340000,1.723750,0.064477,-0.158051,-0.957578,Sitting_211805015
-0.026250,-4.375000,1.732500,0.063196,-0.156953,-0.956419,Sitting_211805015
-0.175000,-4.462500,1.741250,0.064477,-0.157136,-0.956419,Sitting_211805015
-0.157500,-4.550000,1.715000,0.063135,-0.157075,-0.956785,Sitting_211805015
-0.192500,-4.830000,1.785000,0.062220,-0.154818,-0.960689,Sitting_211805015
-0.026250,-4.873750,1.767500,0.062708,-0.154452,-0.960018,Sitting_211805015
0.192500,-5.005000,1.855000,0.059658,-0.156953,-0.961848,Sitting_211805015
0.122500,-4.882500,1.890000,0.059414,-0.160125,-0.963556,Sitting_211805015
0.253750,-4.777500,1.706250,0.058682,-0.159515,-0.962519,Sitting_211805015
0.122500,-4.401250,1.496250,0.059048,-0.160430,-0.963068,Sitting_211805015
-0.148750,-4.182500,1.312500,0.059780,-0.159759,-0.960079,Sitting_211805015
-0.358750,-3.963750,1.032500,0.058499,-0.157929,-0.960140,Sitting_211805015
-0.358750,-3.955000,1.015000,0.059658,-0.157624,-0.960323,Sitting_211805015
-0.306250,-3.867500,1.155000,0.060268,-0.153903,-0.957578,Sitting_211805015
-0.140000,-3.797500,1.225000,0.059780,-0.154025,-0.956053,Sitting_211805015
